Set,#,Name,Rarity,Price
LOT,146,Ribombee,Rare,0.53
LOT,147,Morelull,Common,0.14
LOT,148,Shiinotic,Uncommon,0.44
LOT,149,Mimikyu-GX,Rare Holo GX,5.15
LOT,150,Tapu Lele,Rare Holo,0.97
LOT,151,Tapu Fini,Rare Holo,1.97
LOT,152,Chansey,Common,0.14
LOT,153,Blissey,Rare Holo,0.38
LOT,154,Ditto Prism Star,Rare Prism Star,4.48
LOT,155,Eevee,Common,0.23
LOT,156,Stantler,Uncommon,0.16
LOT,157,Smeargle,Rare,0.49
LOT,158,Miltank,Rare,0.42
LOT,159,Lugia-GX,Rare Holo GX,11.43
LOT,160,Ho-Oh,Rare,0.38
LOT,161,Kecleon,Uncommon,0.18
LOT,162,Kecleon,Uncommon,0.18
LOT,163,Pikipek,Common,0.1
LOT,164,Pikipek,Common,0.11
LOT,165,Trumbeak,Uncommon,0.22
LOT,166,Toucannon,Rare,0.34
LOT,167,Adventure Bag,Uncommon,0.95
LOT,168,Aether Foundation Employee,Uncommon,0.13
LOT,169,Choice Helmet,Uncommon,0.1
LOT,170,Counter Gain,Uncommon,0.37
LOT,171,Custom Catcher,Uncommon,0.28
LOT,172,Electropower,Uncommon,0.43
LOT,173,Faba,Uncommon,0.3
LOT,174,Fairy Charm{G},Uncommon,0.09
LOT,175,Fairy Charm{P},Uncommon,0.11
LOT,176,Fairy Charm{F},Uncommon,0.09
LOT,177,Fairy Charm{N},Uncommon,0.09
LOT,178,Heat Factory Prism Star,Rare Prism Star,0.69
LOT,179,Kahili,Uncommon,0.12
LOT,180,Life Forest Prism Star,Rare Prism Star,0.66
LOT,181,Lost Blender,Uncommon,0.22
LOT,182,Lusamine Prism Star,Rare Prism Star,0.55
LOT,183,Mina,Uncommon,0.2
LOT,184,Mixed Herbs,Uncommon,0.19
LOT,185,Moomoo Milk,Uncommon,0.12
LOT,186,Morty,Uncommon,0.16
LOT,187,Net Ball,Uncommon,1.23
LOT,188,Professor Elm’s Lecture,Uncommon,0.25
LOT,189,Sightseer,Uncommon,0.17
LOT,190,Spell Tag,Uncommon,0.4
LOT,191,Thunder Mountain Prism Star,Rare Prism Star,1.12
LOT,192,Wait and See Hammer,Uncommon,0.08
LOT,193,Whitney,Uncommon,0.15
LOT,194,Memory Energy,Uncommon,0.25
LOT,195,Shuckle-GX,Ultra Rare,5.74
LOT,196,Sceptile-GX,Ultra Rare,5.81
LOT,197,Virizion-GX,Ultra Rare,3.69
LOT,198,Magcargo-GX,Ultra Rare,3.82
LOT,199,Blacephalon-GX,Ultra Rare,5.92
LOT,200,Suicune-GX,Ultra Rare,11.05
LOT,201,Zeraora-GX,Ultra Rare,8.42
LOT,202,Sigilyph-GX,Ultra Rare,2.42
LOT,203,Tyranitar-GX,Ultra Rare,11.38
LOT,204,Genesect-GX,Ultra Rare,3.89
LOT,205,Alolan Ninetales-GX,Ultra Rare,11.65
LOT,206,Mimikyu-GX,Ultra Rare,19.7
LOT,207,Lugia-GX,Ultra Rare,38.94
LOT,208,Faba,Ultra Rare,8.11
LOT,209,Judge,Ultra Rare,17.35
LOT,210,Kahili,Ultra Rare,27.37
LOT,211,Mina,Ultra Rare,51.89
LOT,212,Morty,Ultra Rare,9.34
LOT,213,Professor Elm’s Lecture,Ultra Rare,54.63
LOT,214,Whitney,Ultra Rare,56.63
LOT,215,Shuckle-GX,Rainbow Rare,24.32
LOT,216,Sceptile-GX,Rainbow Rare,13.54
LOT,217,Virizion-GX,Rainbow Rare,7.52
LOT,218,Magcargo-GX,Rainbow Rare,6.78
LOT,219,Blacephalon-GX,Rainbow Rare,9.77
LOT,220,Suicune-GX,Rainbow Rare,60.6
LOT,221,Zeraora-GX,Rainbow Rare,22.75
LOT,222,Sigilyph-GX,Rainbow Rare,6.18
LOT,223,Tyranitar-GX,Rainbow Rare,45.13
LOT,224,Genesect-GX,Rainbow Rare,14
LOT,225,Alolan Ninetales-GX,Rainbow Rare,29.91
LOT,226,Mimikyu-GX,Rainbow Rare,70.41
LOT,227,Lugia-GX,Rainbow Rare,159.49
LOT,228,Adventure Bag,Rare Secret,8.86
LOT,229,Choice Helmet,Rare Secret,3.49
LOT,230,Counter Gain,Rare Secret,13.96
LOT,231,Custom Catcher,Rare Secret,4.75
LOT,232,Electropower,Rare Secret,8.43
LOT,233,Lost Blender,Rare Secret,10.49
LOT,234,Net Ball,Rare Secret,15.86
LOT,235,Spell Tag,Rare Secret,5.54
LOT,236,Wait and See Hammer,Rare Secret,5.35
GRI,121a,Choice Band,Uncommon,17
BUS,18a,Charmander,Common,2.31
SMP,SM166,Magikarp & Wailord-GX,Promo,30.39
SMP,SM171,Flareon-GX,Promo,4.68
SMP,SM172,Vaporeon-GX,Promo,4.95
SMP,SM173,Jolteon-GX,Promo,3.46
SMP,SM174,Eevee-GX,Promo,12.11
SMP,SM175,Eevee-GX,Promo,11.69
SMP,SM176,Eevee-GX,Promo,9.66
TEU,1,Celebi & Venusaur-GX,Rare Holo GX,12.29
TEU,2,Weedle,Common,0.12
TEU,3,Weedle,Common,0.13
TEU,4,Kakuna,Uncommon,0.16
TEU,5,Beedrill,Rare,0.32
TEU,6,Paras,Common,0.08
TEU,7,Parasect,Rare,0.33
TEU,8,Exeggcute,Common,0.08
TEU,9,Pinsir,Rare,0.3
TEU,10,Shaymin Prism Star,Rare Prism Star,1.12
Sun & Moon Energy (Team Up),,Grass Energy,,0.07
TEU,11,Charmander,Common,0.19
Sun & Moon Energy (Team Up),,Fire Energy,,0.09
Sun & Moon Energy (Team Up),,Water Energy,,0.1
TEU,12,Charmander,Common,0.18
TEU,13,Charmeleon,Uncommon,0.2
Sun & Moon Energy (Team Up),,Lightning Energy,,0.08
TEU,14,Charizard,Rare,6.53
Sun & Moon Energy (Team Up),,Psychic Energy,,0.08
TEU,15,Vulpix,Common,0.16
Sun & Moon Energy (Team Up),,Fighting Energy,,0.07
TEU,16,Ninetales,Rare,0.31
Sun & Moon Energy (Team Up),,Darkness Energy,,0.09
TEU,17,Ponyta,Common,0.15
Sun & Moon Energy (Team Up),,Metal Energy,,0.08
TEU,18,Rapidash,Uncommon,0.17
Sun & Moon Energy (Team Up),,Fairy Energy,,0.15
TEU,19,Moltres,Rare Holo,1.69
TEU,20,Litten,Common,0.11
TEU,21,Torracat,Uncommon,0.19
TEU,22,Squirtle,Common,0.31
TEU,23,Squirtle,Common,0.34
TEU,24,Wartortle,Uncommon,0.35
TEU,25,Blastoise,Rare,3.06
TEU,26,Psyduck,Common,0.16
TEU,27,Golduck,Uncommon,0.11
TEU,28,Staryu,Common,0.11
TEU,29,Magikarp,Common,0.18
TEU,30,Gyarados,Rare Holo,2.34
TEU,31,Lapras,Rare,1.23
TEU,32,Articuno,Rare Holo,2.52
TEU,33,Pikachu & Zekrom-GX,Rare Holo GX,7.12
TEU,34,Alolan Geodude,Common,0.14
TEU,35,Alolan Geodude,Common,0.13
TEU,36,Alolan Graveler,Uncommon,0.17
TEU,37,Alolan Golem,Rare,0.35
TEU,38,Voltorb,Common,0.09
TEU,39,Electrode,Rare Holo,2.89
TEU,40,Zapdos,Rare Holo,3.74
TEU,41,Mareep,Common,0.14
TEU,42,Flaaffy,Uncommon,0.17
TEU,43,Ampharos-GX,Rare Holo GX,2.74
TEU,44,Blitzle,Common,0.1
TEU,45,Zebstrika,Rare,0.24
TEU,46,Emolga,Common,0.12
TEU,47,Joltik,Common,0.16
TEU,48,Galvantula,Rare,0.21
TEU,49,Helioptile,Common,0.09
TEU,50,Heliolisk,Uncommon,0.1
TEU,51,Tapu Koko Prism Star,Rare Prism Star,0.92
TEU,52,Zeraora,Rare Holo,0.83
TEU,53,Gengar & Mimikyu-GX,Rare Holo GX,62.97
TEU,54,Nidoran Female,Common,0.14
TEU,55,Nidorina,Uncommon,0.16
TEU,56,Nidoqueen,Rare,0.56
TEU,57,Nidoran Male,Common,0.13
TEU,58,Nidorino,Uncommon,0.16
TEU,59,Nidoking,Rare,1.11
TEU,60,Tentacool,Common,0.11
TEU,61,Tentacruel,Uncommon,0.18
TEU,62,Grimer,Common,0.1
TEU,63,Muk,Rare,0.28
TEU,64,Alolan Marowak,Rare,0.48
TEU,65,Starmie,Rare,0.28
TEU,66,Mr. Mime,Rare,0.28
TEU,67,Mr. Mime-GX,Rare Holo GX,1.39
TEU,68,Jynx,Uncommon,0.18
SLG,68a,Ultra Ball,Uncommon,11.71
TEU,69,Cosmog,Common,0.13
TEU,70,Cosmoem,Uncommon,0.19
TEU,71,Mankey,Common,0.1
TEU,72,Primeape,Rare,0.32
TEU,73,Hitmonlee,Uncommon,0.44
TEU,74,Hitmonchan,Uncommon,0.28
TEU,75,Omanyte,Uncommon,0.17
TEU,76,Omastar,Rare Holo,0.84
TEU,77,Kabuto,Uncommon,0.15
TEU,78,Kabutops,Rare,0.49
TEU,79,Larvitar,Common,0.11
TEU,80,Pupitar,Uncommon,0.14
TEU,81,Pancham,Common,0.12
TEU,82,Lycanroc-GX,Rare Holo GX,1.38
TEU,83,Alolan Grimer,Common,0.09
TEU,84,Alolan Muk,Rare,0.41
TEU,85,Tyranitar,Rare Holo,1.03
TEU,86,Poochyena,Common,0.12
TEU,87,Mightyena,Rare,0.27
TEU,88,Absol,Rare Holo,1.31
TEU,89,Spiritomb,Uncommon,0.14
TEU,90,Zorua,Common,0.11
TEU,91,Zoroark,Rare Holo,0.41
TEU,92,Vullaby,Common,0.07
TEU,93,Mandibuzz,Rare,0.2
TEU,94,Pangoro,Rare,0.27
TEU,95,Yveltal,Rare Holo,0.82
TEU,96,Hoopa-GX,Rare Holo GX,1.82
TEU,97,Incineroar-GX,Rare Holo GX,1.71
TEU,98,Skarmory,Rare,0.23
TEU,99,Jirachi,Rare Holo,3.02
TEU,100,Bronzor,Common,0.24
TEU,101,Bronzong,Rare,0.28
TEU,102,Ferroseed,Common,0.09
TEU,103,Ferrothorn,Rare,0.21
TEU,104,Pawniard,Common,0.09
TEU,105,Bisharp,Rare,0.24
TEU,106,Cobalion-GX,Rare Holo GX,2.02
TEU,107,Honedge,Common,0.1
TEU,108,Doublade,Uncommon,0.16
TEU,109,Aegislash,Rare Holo,0.41
TEU,110,Klefki,Common,0.06
TEU,111,Alolan Ninetales,Rare Holo,1.44
BUS,112a,Acerola,Uncommon,24.22
TEU,112,Mimikyu,Rare,1.29
TEU,113,Latias & Latios-GX,Rare Holo GX,18.25
TEU,114,Alolan Exeggutor,Rare,0.23
TEU,115,Alolan Exeggutor,Rare,0.3
TEU,116,Dratini,Common,0.15
TEU,117,Dratini,Common,0.15
TEU,118,Dragonair,Uncommon,0.17
TEU,119,Dragonite,Rare Holo,1.52
TEU,120,Eevee & Snorlax-GX,Rare Holo GX,18.61
TEU,121,Pidgey,Common,0.15
TEU,122,Pidgey,Common,0.2
TEU,123,Pidgeotto,Common,0.27
TEU,124,Pidgeot,Rare,0.48
TEU,125,Meowth,Common,0.13
GRI,125a,Field Blower,Uncommon,2.4
TEU,126,Persian,Uncommon,0.16
TEU,127,Farfetch’d,Uncommon,0.22
TEU,128,Kangaskhan,Uncommon,0.15
TEU,129,Tauros,Uncommon,0.12
TEU,130,Aerodactyl,Rare,0.8
TEU,131,Lugia,Rare Holo,2.85
TEU,132,Zangoose,Rare Holo,0.47
TEU,133,Bill’s Analysis,Rare Holo,0.43
TEU,134,Black Market Prism Star,Rare Prism Star,2.23
TEU,135,Brock’s Grit,Uncommon,0.17
TEU,136,Buff Padding,Uncommon,0.15
TEU,137,Dana,Uncommon,0.16
TEU,138,Dangerous Drill,Uncommon,0.18
TEU,139,Electrocharger,Uncommon,0.13
TEU,140,Erika’s Hospitality,Rare Holo,0.4
TEU,141,Evelyn,Uncommon,0.18
TEU,142,Fairy Charm UB,Uncommon,0.11
TEU,143,Grass Memory,Uncommon,0.13
TEU,144,Ingo & Emmet,Uncommon,0.19
TEU,145,Jasmine,Uncommon,0.24
TEU,146,Judge Whistle,Uncommon,0.15
TEU,147,Lavender Town,Uncommon,0.16
TEU,148,Metal Goggles,Uncommon,0.34
TEU,149,Morgan,Uncommon,0.18
TEU,150,Nanu,Uncommon,0.18
TEU,151,Nita,Uncommon,0.18
TEU,152,Pokémon Communication,Uncommon,0.17
TEU,153,Return Label,Uncommon,0.11
TEU,154,Sabrina’s Suggestion,Uncommon,0.15
TEU,155,Unidentified Fossil,Uncommon,0.13
TEU,156,Viridian Forest,Uncommon,0.26
TEU,157,Water Memory,Uncommon,0.11
SMP,SM158,Charizard,Promo,33.45
TEU,158,Wondrous Labyrinth Prism Star,Rare Prism Star,0.63
SMP,SM159,Zapdos,Promo,4.03
TEU,159,Celebi & Venusaur-GX,Ultra Rare,16.48
SMP,SM160,Nidoqueen,Promo,2.81
TEU,160,Magikarp & Wailord-GX,Ultra Rare,29.78
TEU,161,Magikarp & Wailord-GX,Ultra Rare,275.43
SMP,SM161,Jirachi,Promo,6.4
TEU,162,Pikachu & Zekrom-GX,Ultra Rare,51.76
SMP,SM162,Pikachu,Promo,14.54
TEU,163,Ampharos-GX,Ultra Rare,6.97
SMP,SM163,Mimikyu,Promo,4.76
TEU,164,Gengar & Mimikyu-GX,Ultra Rare,81.14
SMP,SM164,Deoxys,Promo,2.29
SMP,SM165,Ultra Necrozma,Promo,2.39
TEU,165,Gengar & Mimikyu-GX,Ultra Rare,346.41
TEU,166,Hoopa-GX,Ultra Rare,5.17
TEU,167,Incineroar-GX,Ultra Rare,4.34
TEU,168,Cobalion-GX,Ultra Rare,3.98
TEU,169,Latias & Latios-GX,Ultra Rare,33.84
TEU,170,Latias & Latios-GX,Ultra Rare,958.12
TEU,171,Eevee & Snorlax-GX,Ultra Rare,46.92
TEU,172,Brock’s Grit,Ultra Rare,32.79
TEU,173,Dana,Ultra Rare,38.97
TEU,174,Erika’s Hospitality,Ultra Rare,117.23
TEU,175,Evelyn,Ultra Rare,36.33
TEU,176,Ingo & Emmet,Ultra Rare,25.43
TEU,177,Jasmine,Ultra Rare,71.7
TEU,178,Morgan,Ultra Rare,29.45
TEU,179,Nanu,Ultra Rare,11.6
TEU,180,Nita,Ultra Rare,36.74
TEU,181,Sabrina’s Suggestion,Ultra Rare,105.51
TEU,182,Celebi & Venusaur-GX,Rainbow Rare,52.59
TEU,183,Magikarp & Wailord-GX,Rainbow Rare,69.95
TEU,184,Pikachu & Zekrom-GX,Rainbow Rare,100.83
TEU,185,Ampharos-GX,Rainbow Rare,16.28
TEU,186,Gengar & Mimikyu-GX,Rainbow Rare,145.13
TEU,187,Hoopa-GX,Rainbow Rare,11.87
TEU,188,Incineroar-GX,Rainbow Rare,12.52
TEU,189,Cobalion-GX,Rainbow Rare,9.34
TEU,190,Latias & Latios-GX,Rainbow Rare,82.8
TEU,191,Eevee & Snorlax-GX,Rainbow Rare,119.75
TEU,192,Dangerous Drill,Rare Secret,3.39
TEU,193,Electrocharger,Rare Secret,3.33
TEU,194,Judge Whistle,Rare Secret,4.48
TEU,195,Metal Goggles,Rare Secret,3.86
TEU,196,Pokémon Communication,Rare Secret,10.01
SMP,SM177,Meltan,Promo,1.29
SMP,SM178,Melmetal-GX,Promo,1.97
BUS,115a,Guzma,Uncommon,7.32
GRI,124a,Enhanced Hammer,Uncommon,0.9
SMP,SM167,Celebi & Venusaur-GX,Promo,17.75
SMP,SM168,Pikachu & Zekrom-GX,Promo,32.54
SMP,SM169,Eevee & Snorlax-GX,Promo,35.86
SMP,SM194,Detective Pikachu,Promo,1.86
SMP,SM195,Charizard-GX,Promo,12.09
SMP,SM196,Mewtwo-GX,Promo,5.12
SMP,SM197,Greninja-GX,Promo,8.49
DET,1,Bulbasaur,Common,0.4
DET,2,Ludicolo,Rare,0.47
DET,3,Morelull,Common,0.2
DET,4,Charmander,Common,0.33
DET,5,Charizard,Ultra Rare,5.32
DET,6,Arcanine,Rare,1.15
DET,7,Psyduck,Common,0.25
DET,8,Magikarp,Common,0.23
DET,9,Greninja,Ultra Rare,3.24
DET,10,Detective Pikachu,Rare,3.23
DET,11,Mr. Mime,Rare,0.64
DET,12,Mewtwo,Ultra Rare,4.03
DET,13,Machamp,Rare,0.71
DET,14,Jigglypuff,Common,0.23
DET,15,Snubbull,Common,0.2
DET,16,Lickitung,Common,0.17
DET,17,Ditto,Ultra Rare,3.4
DET,18,Slaking,Rare,0.39
GRI,128a,Max Potion,Uncommon,0.24
FLI,102a,Beast Ring,Rare,0.41
FLI,112a,Metal Frying Pan,Uncommon,0.34
UPR,135a,Volkner,Uncommon,2.82
UNB,1,Pheromosa & Buzzwole-GX,Rare Holo GX,3.36
UNB,2,Caterpie,Common,0.1
UNB,3,Metapod,Uncommon,0.1
UNB,4,Butterfree,Rare,0.27
UNB,5,Oddish,Common,0.11
UNB,6,Oddish,Common,0.16
UNB,7,Gloom,Uncommon,0.16
UNB,8,Vileplume,Rare Holo,0.54
UNB,9,Venonat,Common,0.1
CES,10a,Sceptile,Rare Holo,0.81
UNB,10,Venonat,Common,0.18
UNB,11,Venomoth,Rare,0.41
UNB,12,Venomoth-GX,Rare Holo GX,1.55
UNB,13,Bellsprout,Common,0.1
UNB,14,Weepinbell,Uncommon,0.13
UNB,15,Victreebel,Rare,0.31
UNB,16,Tangela,Common,0.09
UNB,17,Tangrowth,Rare,0.28
UNB,18,Grubbin,Common,0.09
UNB,19,Kartana,Rare Holo,0.75
UNB,20,Reshiram & Charizard-GX,Rare Holo GX,17.91
UNB,21,Growlithe,Common,0.15
UNB,22,Arcanine,Rare Holo,2.04
UNB,23,Darumaka,Common,0.1
UNB,24,Darmanitan,Rare,0.19
UNB,25,Volcanion,Rare Holo,0.63
UNB,26,Litten,Common,0.09
UNB,27,Litten,Common,0.09
UNB,28,Torracat,Uncommon,0.09
UNB,29,Incineroar,Rare,0.35
UNB,30,Salandit,Common,0.07
UNB,31,Salazzle,Rare,0.49
UNB,32,Blacephalon,Rare,0.46
UNB,33,Squirtle,Common,0.28
UNB,34,Wartortle,Uncommon,0.31
UNB,35,Blastoise-GX,Rare Holo GX,5.52
UNB,36,Poliwag,Common,0.08
UNB,37,Poliwag,Common,0.15
UNB,38,Poliwhirl,Uncommon,0.15
UNB,39,Poliwrath,Rare,0.42
UNB,40,Tentacool,Common,0.08
UNB,41,Tentacruel,Uncommon,0.12
UNB,42,Slowpoke,Common,0.11
UNB,43,Slowbro,Rare Holo,0.86
UNB,44,Seel,Common,0.07
UNB,45,Dewgong,Rare,0.24
UNB,46,Krabby,Common,0.1
UNB,47,Kingler,Rare,0.34
UNB,48,Goldeen,Common,0.07
UNB,49,Seaking,Rare,0.25
UNB,50,Kyurem,Rare Holo,0.47
UNB,51,Froakie,Common,0.11
UNB,52,Frogadier,Uncommon,0.07
UNB,53,Pyukumuku,Uncommon,0.24
UNB,54,Pikachu,Common,0.34
UNB,55,Raichu,Rare,0.33
UNB,56,Stunfisk,Rare,0.24
UNB,57,Dedenne-GX,Rare Holo GX,2.76
UNB,58,Charjabug,Uncommon,0.12
UNB,59,Vikavolt,Rare Holo,0.27
UNB,60,Zeraora,Rare,0.32
UNB,61,Muk & Alolan Muk-GX,Rare Holo GX,5.09
UNB,62,Ekans,Common,0.09
UNB,63,Arbok,Rare,0.22
UNB,64,Zubat,Common,0.09
UNB,65,Golbat,Uncommon,0.11
UNB,66,Crobat,Rare Holo,0.45
UNB,67,Gastly,Common,0.17
UNB,68,Gastly,Common,0.12
UNB,69,Haunter,Uncommon,0.16
UNB,70,Gengar,Rare,2.48
UNB,71,Drowzee,Common,0.08
UNB,72,Hypno,Rare,0.25
UNB,73,Koffing,Common,0.12
UNB,74,Weezing,Rare,0.4
UNB,75,Mewtwo,Rare,0.61
UNB,76,Mew,Rare Holo,4.55
UNB,77,Misdreavus,Common,0.1
UNB,78,Mismagius,Rare,0.49
UNB,79,Espurr,Common,0.14
UNB,80,Meowstic,Rare,0.24
UNB,81,Marshadow,Rare Holo,0.47
UNB,82,Marshadow & Machamp-GX,Rare Holo GX,6.77
UNB,83,Sandshrew,Common,0.11
UNB,84,Sandslash,Rare,0.36
UNB,85,Diglett,Common,0.12
UNB,86,Dugtrio,Rare,0.23
UNB,87,Geodude,Common,0.08
UNB,88,Graveler,Uncommon,0.07
UNB,89,Golem,Rare Holo,0.44
UNB,90,Cubone,Common,0.11
UNB,91,Marowak,Rare,0.28
UNB,92,Rhyhorn,Common,0.13
UNB,93,Rhyhorn,Common,0.06
UNB,94,Rhydon,Uncommon,0.19
UNB,95,Rhyperior,Rare,0.32
UNB,96,Wooper,Common,0.13
UNB,97,Quagsire,Rare,0.26
UNB,98,Gligar,Common,0.09
UNB,99,Gliscor,Uncommon,0.07
UNB,100,Tyrogue,Uncommon,0.23
UNB,101,Hitmontop,Uncommon,0.28
UNB,102,Riolu,Common,0.08
UNB,103,Landorus,Rare Holo,0.37
UNB,104,Crabrawler,Common,0.06
UNB,105,Crabominable,Rare,0.19
UNB,106,Stakataka,Rare Holo,0.84
UNB,107,Greninja & Zoroark-GX,Rare Holo GX,14.54
UNB,108,Murkrow,Common,0.07
UNB,109,Honchkrow-GX,Rare Holo GX,1.08
UNB,110,Carvanha,Common,0.09
UNB,111,Sharpedo,Rare,0.36
UNB,112,Spiritomb,Rare Holo,1.53
UNB,113,Sandile,Common,0.13
UNB,114,Sandile,Common,0.1
UNB,115,Krokorok,Uncommon,0.08
UNB,116,Krookodile,Rare,0.22
UNB,117,Greninja,Rare Holo,1.07
UNB,118,Inkay,Common,0.06
UPR,119a,Cynthia,Uncommon,22.05
UNB,119,Malamar,Rare Holo,0.34
UNB,120,Lucario & Melmetal-GX,Rare Holo GX,6.97
UNB,121,Alolan Diglett,Common,0.11
UNB,122,Alolan Dugtrio,Rare,0.27
UNB,123,Aron,Common,0.09
UNB,124,Lairon,Uncommon,0.11
UNB,125,Aggron,Rare,0.27
UNB,126,Lucario,Rare Holo,0.61
UNB,127,Genesect,Rare,0.22
UNB,128,Meltan,Common,0.11
UNB,129,Melmetal,Rare Holo,0.42
UNB,130,Gardevoir & Sylveon-GX,Rare Holo GX,20.28
UNB,131,Cleffa,Uncommon,0.25
UNB,132,Clefairy,Common,0.12
UNB,133,Clefable,Rare,0.35
UNB,134,Jigglypuff,Common,0.22
UNB,135,Wigglytuff,Rare,0.45
UNB,136,Togepi,Common,0.16
UNB,137,Togetic,Uncommon,0.21
UNB,138,Togekiss,Rare Holo,0.63
UNB,139,Cottonee,Common,0.07
UNB,140,Whimsicott-GX,Rare Holo GX,1.2
UNB,141,Spritzee,Common,0.13
UNB,142,Aromatisse,Rare,0.44
UNB,143,Rattata,Common,0.08
UNB,144,Raticate,Uncommon,0.11
UNB,145,Spearow,Common,0.08
UNB,146,Fearow,Uncommon,0.11
UNB,147,Meowth,Common,0.16
UNB,148,Persian,Rare,0.23
UNB,149,Persian-GX,Rare Holo GX,1.34
UNB,150,Doduo,Common,0.07
UNB,151,Dodrio,Uncommon,0.14
UNB,152,Lickitung,Common,0.1
UNB,153,Lickilicky,Rare,0.2
UNB,154,Porygon,Common,0.1
UNB,155,Porygon,Common,0.17
UNB,156,Porygon2,Uncommon,0.17
UNB,157,Porygon-Z,Rare Holo,0.79
UNB,158,Snorlax,Rare Holo,5.68
UNB,159,Glameow,Common,0.11
UNB,160,Purugly,Rare,0.22
UNB,161,Happiny,Uncommon,0.19
UNB,162,Chatot,Uncommon,0.09
UNB,163,Celesteela-GX,Rare Holo GX,1.92
UNB,164,Beast Bringer,Uncommon,0.1
UNB,165,Chip-Chip Ice Axe,Uncommon,0.12
UNB,166,Devolution Spray Z,Uncommon,0.08
UNB,167,Dusk Stone,Uncommon,0.11
UNB,168,Dust Island,Uncommon,0.17
UNB,169,Electromagnetic Radar,Uncommon,0.09
UNB,170,Energy Spinner,Uncommon,0.15
UNB,171,Fairy Charm Ability,Uncommon,0.11
UNB,172,Fairy Charm{L},Uncommon,0.12
UNB,173,Fire Crystal,Uncommon,0.24
UNB,174,Giovanni’s Exile,Uncommon,0.11
UNB,175,Green’s Exploration,Uncommon,0.22
UNB,176,Janine,Uncommon,0.1
UNB,177,Koga’s Trap,Uncommon,0.16
UNB,178,Lt. Surge’s Strategy,Uncommon,0.16
UNB,179,Martial Arts Dojo,Uncommon,0.22
SMP,SM179,Volcanion,Promo,2.84
UNB,180,Metal Core Barrier,Uncommon,0.13
SMP,SM180,Stakataka,Promo,1.57
UNB,181,Molayne,Uncommon,0.08
SMP,SM181,Melmetal,Promo,1.99
UNB,182,Pokégear 3.0,Uncommon,0.79
SMP,SM182,Persian,Promo,2.45
UNB,183,Power Plant,Uncommon,0.15
SMP,SM183,Pikachu,Promo,1.32
UNB,184,Red’s Challenge,Rare Holo,0.43
SMP,SM184,Eevee,Promo,1.31
SMP,SM185,Typhlosion,Promo,1.91
UNB,185,Samson Oak,Uncommon,0.07
SMP,SM186,Flareon,Promo,1.51
UNB,186,Stealthy Hood,Uncommon,0.15
UNB,187,Surprise Box,Uncommon,0.1
SMP,SM187,Alolan Marowak-GX,Promo,4.57
UNB,188,Ultra Forest Kartenvoy,Uncommon,0.08
UNB,189,Welder,Uncommon,0.24
UNB,190,Triple Acceleration Energy,Uncommon,0.16
UNB,191,Pheromosa & Buzzwole-GX,Ultra Rare,7.24
UNB,192,Pheromosa & Buzzwole-GX,Ultra Rare,35.46
UNB,193,Venomoth-GX,Ultra Rare,2.71
UNB,194,Reshiram & Charizard-GX,Ultra Rare,36.77
UNB,195,Dedenne-GX,Ultra Rare,4.75
UNB,196,Muk & Alolan Muk-GX,Ultra Rare,8.73
UNB,197,Muk & Alolan Muk-GX,Ultra Rare,36.84
UNB,198,Marshadow & Machamp-GX,Ultra Rare,23.04
UNB,199,Marshadow & Machamp-GX,Ultra Rare,70.98
UNB,200,Greninja & Zoroark-GX,Ultra Rare,14.16
UNB,201,Greninja & Zoroark-GX,Ultra Rare,97.23
UNB,202,Honchkrow-GX,Ultra Rare,2.56
UNB,203,Lucario & Melmetal-GX,Ultra Rare,10.76
UNB,204,Gardevoir & Sylveon-GX,Ultra Rare,25.78
UNB,205,Gardevoir & Sylveon-GX,Ultra Rare,243.55
UNB,206,Whimsicott-GX,Ultra Rare,3.09
UNB,207,Persian-GX,Ultra Rare,3.82
UNB,208,Celesteela-GX,Ultra Rare,4.26
UNB,209,Green’s Exploration,Ultra Rare,82.33
UNB,210,Janine,Ultra Rare,11.23
UNB,211,Koga’s Trap,Ultra Rare,12.93
UNB,212,Molayne,Ultra Rare,4.5
UNB,213,Red’s Challenge,Ultra Rare,68.93
UNB,214,Welder,Ultra Rare,34
UNB,215,Pheromosa & Buzzwole-GX,Rainbow Rare,12.33
UNB,216,Venomoth-GX,Rainbow Rare,8.19
UNB,217,Reshiram & Charizard-GX,Rainbow Rare,131.96
UNB,218,Blastoise-GX,Rainbow Rare,105.11
UNB,219,Dedenne-GX,Rainbow Rare,12.44
UNB,220,Muk & Alolan Muk-GX,Rainbow Rare,14.25
UNB,221,Marshadow & Machamp-GX,Rainbow Rare,20.62
UNB,222,Greninja & Zoroark-GX,Rainbow Rare,36.76
UNB,223,Honchkrow-GX,Rainbow Rare,6.83
UNB,224,Lucario & Melmetal-GX,Rainbow Rare,25.77
UNB,225,Gardevoir & Sylveon-GX,Rainbow Rare,53.44
UNB,226,Whimsicott-GX,Rainbow Rare,8.1
UNB,227,Persian-GX,Rainbow Rare,8.49
UNB,228,Celesteela-GX,Rainbow Rare,7.02
UNB,229,Beast Bringer,Rare Secret,3.19
UNB,230,Electromagnetic Radar,Rare Secret,2.97
UNB,231,Fire Crystal,Rare Secret,8.13
UNB,232,Metal Core Barrier,Rare Secret,3.37
UNB,233,Pokégear 3.0,Rare Secret,47.2
UNB,234,Triple Acceleration Energy,Rare Secret,4.13
